IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP160;IP_PROP446;CV_PRICE_1;IP_PROP670
6762;угловой элемент 1.52.284;1.52.284;N;ВР002028701;;919.00;902
6763;кронштейн 1.19.012;1.19.012;N;ВР002028744;;1135.00;1111
6764;розетка 1.56.046;1.56.046;N;ВР002029489;;3377.00;3306
6765;карниз 1.50.225;1.50.225;N;ВР002029918;;1316.00;1289
6766;карниз 1.50.226;1.50.226;N;ВР002029920;;1447.00;1416
6767;орнамент 1.60.036;1.60.036;N;ВР002029536;;3216.00;3147
6768;карниз 1.50.289;1.50.289;N;ВР002029735;;807.00;790
6770;карниз 1.50.283 гибкий;1.50.283;Y;ВР002028717;;1644.00;1612
6772;кронштейн 1.19.014;1.19.014;N;ВР002029486;;1188.00;1163
6773;карниз 1.50.295;1.50.295;N;ВР099020111;;1029.00;1008
6783;карниз 1.50.293;1.50.293;N;ВР099020115;;1601.00;1566
6784;карниз 1.50.294;1.50.294;N;ВР099020117;;1095.00;1073
6785;карниз 1.50.279 гибкий;1.50.279;Y;ВР002028713;;3563.00;3489
6786;карниз 1.50.293 гибкий;1.50.293;Y;ВР099020116;;3201.00;3132
6787;карниз 1.50.294 гибкий;1.50.294;Y;ВР099020118;;2189.00;2146
6807;карниз 1.50.290 гибкий;1.50.290;Y;ВР002029833;N;1704.00;1671
6808;карниз 1.50.289 гибкий;1.50.289;Y;ВР002029736;;1611.00;1580
6809;карниз 1.50.206 гибкий;1.50.206;Y;ВР002028705;;1312.00;1288
6810;карниз 1.50.295 гибкий;1.50.295;Y;ВР099020112;;2057.00;2016
6811;молдинг 1.51.376 гибкий;1.51.376;Y;ВР002029835;;1501.00;1473
6812;молдинг 1.51.338 гибкий;1.51.338;Y;ВР002028721;;1997.00;1960
6817;кронштейн 1.19.018;1.19.018;N;ВР002029831;;1549.00;1516
6818;молдинг 1.51.382;1.51.382;N;ВР099020343;;1233.00;1208
6819;молдинг 1.51.377;1.51.377;N;ВР099020121;N;1031.00;1011
6820;молдинг 1.51.379;1.51.379;N;ВР099020119;N;1016.00;994
6823;молдинг 1.51.379 гибкий;1.51.379;Y;ВР099020120;;2030.00;1988
6826;молдинг 1.51.371;1.51.371;N;ВР002028631;;980.00;959
6828;карниз 1.50.292 гибкий;1.50.292;Y;ВР099020114;;1218.00;1193
6829;карниз 1.50.225 гибкий;1.50.225;Y;ВР002029919;N;2631.00;2578
6830;карниз 1.50.226 гибкий;1.50.226;Y;ВР002029921;N;2892.00;2832
6835;молдинг 1.51.378;1.51.378;N;ВР099020123;N;974.00;953
6836;розетка 1.56.052;1.56.052;N;ВР099020342;;864.00;846
6837;квадрат 1.54.017;1.54.017;N;ВР099020347;;402.00;394
8330;молдинг 1.51.378 гибкий;1.51.378;Y;ВР099020124;N;1946.00;1906
8331;молдинг 1.51.377 гибкий;1.51.377;Y;ВР099020122;N;2061.00;2022
8332;молдинг 1.51.382 гибкий;1.51.382;Y;ВР099020344;;2466.00;2416
8981;кронштейн 1.19.015;1.19.015;N;ВР002029534;;1110.00;1086
12094;карниз 1.50.298;1.50.298;N;ВР099020821;;1073.00;1053
12104;молдинг 1.51.372;1.51.372;N;ВР002028694;;591.00;579
13520;карниз 1.50.296;1.50.296;N;ВР099020297;N;1531.00;1499
14598;угловой элемент 1.52.299;1.52.299;N;ВР002028637;N;1052.00;1031
14599;угловой элемент 1.52.279;1.52.279;N;ВР002029957;N;1052.00;1031
14600;молдинг 1.51.365;1.51.365;N;ВР002028165;;868.00;850
14781;плинтус 1.53.108;1.53.108;N;ВР001023159;N;2037.00;1995
17562;кронштейн 1.19.016;1.19.016;N;ВР002029535;N;1188.00;1163
17563;розетка 1.56.053;1.56.053;N;ВР099020340;N;1523.00;1491
21020;карниз 1.50.227;1.50.227;N;ВР099020813;;4036.00;3953
21021;молдинг 1.51.385;1.51.385;N;ВР099020819;;1828.00;1790
21022;наличник 1.54.015;1.54.015;N;ВР099020341;;1786.00;1748
21023;сандрик 1.63.003;1.63.003;N;ВР099020817;;1999.00;1956
21126;плинтус 1.53.108 гибкий;1.53.108;Y;ВР002028735;;4070.00;3990
21619;карниз 1.50.297;1.50.297;N;ВР099020823;;591.00;579
21620;молдинг 1.51.383;1.51.383;N;ВР099020815;;1275.00;1247
21621;молдинг 1.51.384;1.51.384;N;ВР099020825;;1008.00;987
22331;наличник 1.54.016;1.54.016;N;ВР099020339;;1815.00;1778
22334;молдинг 1.51.385 гибкий;1.51.385;Y;ВР099020820;;3654.00;3580
22339;карниз 1.50.298 гибкий;1.50.298;Y;ВР099020822;;2144.00;2106
26629;карниз 1.50.249;1.50.249;N;ВР099020958;;1531.00;1499
27652;розетка 1.56.054;1.56.054;N;ВР099020348;;5327.00;5214
28243;карниз 1.50.299 гибкий;1.50.299;Y;ВР099020848;;1260.00;1235
28244;карниз 1.50.297 гибкий;1.50.297;Y;ВР099020824;;1181.00;1157
28245;молдинг 1.51.384 гибкий;1.51.384;Y;ВР099020826;;2013.00;1974
29278;карниз 1.50.215;1.50.215;N;ВР099020952;N;1118.00;1098
29860;плинтус 1.53.111;1.53.111;N;ВР099021149;N;1500.00;1467
31363;карниз 1.50.216;1.50.216;N;ВР099020956;;1421.00;1392
33172;кронштейн 1.19.017;1.19.017;N;ВР002029733;;2073.00;2029
33407;карниз 1.50.228;1.50.228;N;ВР099020811;;3173.00;3106
36930;карниз 1.50.249 гибкий;1.50.249;Y;ВР099020959;N;3060.00;2998
38420;панель декоративная 1.59.003;1.59.003;N;ВР099021199;;3151.00;3085
38421;панель декоративная 1.59.004;1.59.004;N;ВР099021200;;3151.00;3085
38422;панель декоративная 1.59.005;1.59.005;N;ВР099021201;;2965.00;2904
42718;карниз 1.50.215 гибкий;1.50.215;Y;ВР099020954;N;2233.00;2196
42720;карниз 1.50.216 гибкий;1.50.216;Y;ВР099020957;N;2840.00;2784
43862;торцевой элемент 4.82.032;4.82.032;N;ВР099021524;N;445.00;420
43863;торцевой элемент 4.82.131;4.82.131;N;ВР099021527;;431.00;406
43864;торцевой элемент 4.82.231;4.82.231;N;ВР099021528;;431.00;406
43865;торцевой элемент 4.82.232;4.82.232;N;ВР099021529;;431.00;406
43866;торцевой элемент 4.82.332;4.82.332;N;ВР099021530;;431.00;406
43867;торцевой элемент 4.82.331;4.82.331;N;ВР099021531;;431.00;406
43868;торцевой элемент 4.82.033;4.82.033;N;ВР099021526;;431.00;406
47206;карниз 1.50.229;1.50.229;N;ВР099021126;N;2056.00;2013
47207;карниз 1.50.621;1.50.621;N;ВР099021482;N;2116.00;2071
47208;карниз 1.50.622;1.50.622;N;ВР099021483;N;2866.00;2804
47209;карниз 1.50.623;1.50.623;N;ВР099021478;N;2184.00;2140
47210;карниз 1.50.624;1.50.624;N;ВР099021479;N;2831.00;2770
47211;молдинг 1.51.601;1.51.601;N;ВР099021349;N;1467.00;1436
47213;молдинг 1.51.603;1.51.603;N;ВР099021351;N;4296.00;4205
47214;молдинг 1.51.604;1.51.604;N;ВР099021352;N;4082.00;3995
47215;молдинг 1.51.605;1.51.605;N;ВР099021486;N;1836.00;1800
47216;молдинг 1.51.606;1.51.606;N;ВР099021487;N;2281.00;2232
48388;карниз 1.50.227 гибкий;1.50.227;Y;ВР099020814;N;8071.00;7906
48390;молдинг 1.51.386;1.51.386;N;ВР099021124;N;984.00;964
48392;плинтус 1.53.112;1.53.112;N;ВР099021474;N;1591.00;1559
65559;молдинг 1.51.387;1.51.387;N;ВР099021541;N;1155.00;1132
65560;молдинг 1.51.388;1.51.388;N;ВР099021542;N;1925.00;1886
65561;база 1.54.040;1.54.040;N;ВР099021537;N;1242.00;1216
65562;база 1.54.040;1.54.040;N;ВР099021537;N;1242.00;1216
65563;база 1.54.050;1.54.050;N;ВР099021538;N;1215.00;1189
65564;база 1.54.050;1.54.050;N;ВР099021538;N;1215.00;1189
65565;элемент 1.54.018;1.54.018;N;ВР099021540;N;752.00;737
65645;карниз 1.50.228 гибкий;1.50.228;Y;ВР099020812;N;6344.00;6212
67964;карниз 1.50.623 гибкий;1.50.623;Y;ВР099021480;N;4367.00;4280
69864;карниз 1.50.501;1.50.501;N;ВР099021735;N;3398.00;3889
69865;карниз 1.50.502;1.50.502;N;ВР099021718;N;4479.00;5125
69866;карниз 1.50.503;1.50.503;N;ВР099021719;N;3809.00;4359
69867;карниз 1.50.504;1.50.504;N;ВР099021850;N;7034.00;8047
69868;карниз 1.50.524;1.50.524;N;ВР099021897;N;7034.00;8047
69873;молдинг 1.51.501;1.51.501;N;ВР099021311;N;2933.00;3356
69874;молдинг 1.51.502;1.51.502;N;ВР099021451;N;3098.00;3544
69875;молдинг 1.51.503;1.51.503;N;ВР099021998;N;2186.00;2503
69876;молдинг 1.51.504;1.51.504;N;ВР099021960;N;1378.00;1577
69877;молдинг 1.51.510;1.51.510;N;ВР099021962;N;2372.00;2715
69878;молдинг 1.51.518;1.51.518;N;ВР099021932;N;7193.00;8232
69879;молдинг 1.51.513;1.51.513;N;ВР099021901;N;2812.00;3218
69890;панель декоративная 1.59.501;1.59.501;N;ВР099021536;N;1995.00;2282
69891;панель декоративная 1.59.503;1.59.503;N;ВР099021725;N;2686.00;3074
69892;плинтус 1.53.501;1.53.501;N;ВР099021905;N;2898.00;3316
69893;орнамент 1.60.501;1.60.501;N;ВР099021453;N;674.00;772
69894;орнамент 1.60.503;1.60.503;N;ВР099021834;N;505.00;581
69895;розетка 1.56.501;1.56.501;N;ВР099021433;N;1876.00;2194
69896;розетка 1.56.502;1.56.502;N;ВР099021449;N;3351.00;3918
69900;розетка 1.56.503;1.56.503;N;ВР099021365;N;7909.00;9246
69901;розетка 1.56.511;1.56.511;N;ВР099021937;N;918.00;1050
69902;арочный элемент 1.61.511 гибкий;1.61.511;Y;ВР099021909;N;11415.00;13060
69903;панель потолочная 1.57.501;1.57.501;N;ВР099021836;N;2745.00;3141
69904;панель потолочная 1.57.502;1.57.502;N;ВР099021723;N;872.00;996
69905;панель потолочная 1.57.503;1.57.503;N;ВР099021724;N;1990.00;2279
69906;панель потолочная 1.57.504;1.57.504;N;ВР099021739;N;913.00;1048
71228;панель декоративная 1.59.001;1.59.001;N;ВР099021197;N;2427.00;2376
73757;плинтус 1.53.112 гибкий;1.53.112;Y;ВР099021475;N;3179.00;3118
74261;карниз 6.50.101;6.50.101;N;ВР099020991;Y;758.00;861
74262;молдинг 6.51.301;6.51.301;N;ВР002029762;Y;392.00;523
74263;плинтус 6.53.101;6.53.101;N;ВР099021008;Y;912.00;1185
74264;карниз 6.50.103;6.50.103;N;ВР002029931;Y;597.00;677
74265;карниз 6.50.105;6.50.105;N;ВР002029803;Y;610.00;692
74266;карниз 6.50.113;6.50.113;N;ВР002029838;Y;807.00;916
74267;карниз 6.50.115;6.50.115;N;ВР099020993;Y;565.00;640
74268;карниз 6.50.130;6.50.130;N;ВР002029767;Y;387.00;440
74269;карниз 6.50.154;6.50.154;N;ВР099020994;Y;207.00;279
74270;карниз 6.50.155;6.50.155;N;ВР099020995;Y;275.00;313
74271;карниз 6.50.157;6.50.157;N;ВР099020996;Y;312.00;356
74272;карниз 6.50.160;6.50.160;N;ВР099020089;Y;724.00;825
74273;карниз 6.50.165;6.50.165;N;ВР099021884;Y;918.00;1041
74274;карниз 6.50.171;6.50.171;N;ВР099021880;Y;488.00;563
74275;карниз 6.50.172;6.50.172;N;ВР099020997;Y;440.00;500
74276;карниз 6.50.174;6.50.174;N;ВР099020998;Y;597.00;677
74277;карниз 6.50.229;6.50.229;N;ВР099021883;Y;1367.00;1553
74278;карниз 6.50.230;6.50.230;N;ВР099021882;Y;1463.00;1660
74279;карниз 6.50.248;6.50.248;N;ВР099021881;Y;1153.00;1310
74280;карниз 6.50.297;6.50.297;N;ВР099020999;Y;233.00;300
74281;карниз 6.50.298;6.50.298;N;ВР099021000;Y;372.00;426
74282;карниз 6.50.299;6.50.299;N;ВР099021001;Y;456.00;519
74283;молдинг 6.51.302;6.51.302;N;ВР002029901;Y;687.00;781
74284;молдинг 6.51.307;6.51.307;N;ВР002029765;Y;896.00;1016
74285;молдинг 6.51.308;6.51.308;N;ВР002029763;Y;379.00;475
74286;молдинг 6.51.321;6.51.321;N;ВР002029764;Y;248.00;283
74287;молдинг 6.51.322;6.51.322;N;ВР099021002;Y;214.00;279
74288;молдинг 6.51.323;6.51.323;N;ВР099021003;Y;306.00;350
74289;молдинг 6.51.345;6.51.345;N;ВР099021886;Y;896.00;1016
74290;молдинг 6.51.362;6.51.362;N;ВР099021004;Y;417.00;475
74291;молдинг 6.51.363;6.51.363;N;ВР099021005;Y;502.00;673
74292;молдинг 6.51.384;6.51.384;N;ВР099021006;Y;421.00;485
74293;молдинг 6.51.385;6.51.385;N;ВР099021007;Y;795.00;979
74294;молдинг 6.51.386;6.51.386;N;ВР099021885;Y;355.00;404
74295;молдинг 6.51.400;6.51.400;N;ВР002029766;Y;392.00;523
74296;плинтус 6.53.102;6.53.102;N;ВР002029768;Y;1064.00;1208
74297;плинтус 6.53.103;6.53.103;N;ВР002029769;Y;744.00;876
74298;плинтус 6.53.104;6.53.104;N;ВР002029770;Y;917.00;1041
74299;плинтус 6.53.105;6.53.105;N;ВР002030015;Y;1155.00;1310
74300;плинтус 6.53.106;6.53.106;N;ВР002030027;Y;587.00;666
74301;плинтус 6.53.107;6.53.107;N;ВР002029771;Y;734.00;876
74302;плинтус 6.53.108;6.53.108;N;ВР099021009;Y;878.00;998
74303;плинтус 6.53.109;6.53.109;N;ВР099020055;Y;777.00;924
74304;плинтус 6.53.112;6.53.112;N;ВР099021887;Y;550.00;706
76545;  1.50.710;1.50.710;N;ВР099021830;N;4200.00;4806
76546;  1.51.701;1.51.701;N;ВР099021504;N;1956.00;2238
76547;  1.51.711;1.51.711;N;ВР099021826;N;2445.00;2799
76560;  6.50.701;6.50.701;N;ВР099021747;N;223.00;254
76561;  6.50.702;6.50.702;N;ВР099021748;N;462.00;526
76562;  6.50.703;6.50.703;N;ВР099021749;N;375.00;426
76563;  6.50.704;6.50.704;N;ВР099021750;N;639.00;726
76564;  6.50.705;6.50.705;N;ВР099021751;N;518.00;588
76565;  6.50.706;6.50.706;N;ВР099021752;N;959.00;1091
76566;  6.50.708;6.50.708;N;ВР099021753;N;399.00;455
76567;  6.50.709;6.50.709;N;ВР099021754;N;878.00;998
76568;  6.51.702;6.51.702;N;ВР099021755;N;429.00;489
76569;  6.51.703;6.51.703;N;ВР099021756;N;592.00;673
76570;  6.51.704;6.51.704;N;ВР099021757;N;506.00;574
76571;  6.51.705;6.51.705;N;ВР099021758;N;341.00;388
76572;  6.51.706;6.51.706;N;ВР099021759;N;472.00;537
76573;  6.51.707;6.51.707;N;ВР099021760;N;506.00;574
76574;  6.51.708;6.51.708;N;ВР099021761;N;639.00;726
76575;  6.51.710;6.51.710;N;ВР099021762;N;763.00;867
76576;  6.53.701;6.53.701;N;ВР099021767;N;1122.00;1277
76577;  6.53.702;6.53.702;N;ВР099021763;N;399.00;455
76578;  6.53.703;6.53.703;N;ВР099021764;N;639.00;726
76579;  6.53.704;6.53.704;N;ВР099021765;N;716.00;815
76580;  6.53.705;6.53.705;N;ВР099021766;N;898.00;1020
76581;розетка 1.56.701;1.56.701;N;ВР099021567;N;2169.00;2481
76582;розетка 1.56.702;1.56.702;N;ВР099021702;N;2189.00;2507
76583;розетка 1.56.703;1.56.703;N;ВР099021704;N;531.00;609
76584;розетка 1.56.705;1.56.705;N;ВР099021707;N;1360.00;1556
76586;розетка 1.56.707;1.56.707;N;ВР099021708;N;1337.00;1529
76587;розетка 1.56.708;1.56.708;N;ВР099021709;N;1636.00;1873
76588;розетка 1.56.709;1.56.709;N;ВР099021700;N;959.00;1098
76589;розетка 1.56.710;1.56.710;N;ВР099021838;N;2115.00;2421
78427;  6.51.710;6.51.710;N;ВР099021762;N;763.00;867
78428;  1.51.711;1.51.711;N;ВР099021826;N;2445.00;2799
78429;  6.53.701;6.53.701;N;ВР099021767;N;1122.00;1277
78430;  6.53.702;6.53.702;N;ВР099021763;N;399.00;455
78431;  6.53.703;6.53.703;N;ВР099021764;N;639.00;726
78432;  6.53.704;6.53.704;N;ВР099021765;N;716.00;815
78433;  6.53.705;6.53.705;N;ВР099021766;N;898.00;1020
79707;  6.50.719;6.50.719;N;ВР099022047;N;878.00;998
83144;плинтус 1.53.111 гибкий;1.53.111;Y;ВР099021150;N;2999.00;2934
84138;карниз 1.50.285 гибкий;1.50.285;Y;ВР002028719;N;3711.00;3633
84701;молдинг 1.51.366;1.51.366;N;ВР002028176;N;827.00;811
93666;база 1.54.060;1.54.060;N;ВР099021539;N;1215.00;1189
93667;база 1.54.070;1.54.070;N;ЧХ099039581;N;1215.00;1189
93749;база 1.54.060;1.54.060;N;ВР099021539;N;1215.00;1189
93750;база 1.54.070;1.54.070;N;ЧХ099039581;N;1215.00;1189
98517;элемент 1.65.501;1.65.501;N;ВР099022021;N;675.00;772
98518;элемент 1.65.502;1.65.502;N;ВР099022030;N;608.00;695
98519;элемент 1.65.503;1.65.503;N;ВР099022031;N;552.00;630
99041;панель потолочная 1.51.518;1.51.518;N;ВР099021932;N;7193.00;8232
99042;панель декоративная 1.51.518;1.51.518;N;ВР099021932;N;7193.00;8232
99043;панель потолочная 1.57.502;1.57.502;N;ВР099021723;N;872.00;996
99044;панель потолочная 1.57.503;1.57.503;N;ВР099021724;N;1990.00;2279
99045;панель потолочная 1.57.504;1.57.504;N;ВР099021739;N;913.00;1048
104199;карниз 6.50.108;6.50.108;N;ВР099020992;Y;1287.00;1460
104753;молдинг 1.51.383 гибкий;1.51.383;Y;ВР099020816;N;2547.00;2494
107084;элемент 1.65.001;1.65.001;N;ВР099022291;N;2251.00;2205
107087;элемент 1.65.002;1.65.002;N;ВР099022292;N;2010.00;
107088;элемент 1.65.003;1.65.003;N;ВР099022293;N;1807.00;
109457;розетка 1.56.512;1.56.512;N;ВР099022003;N;939.00;1075
126248;карниз 1.50.229 гибкий;1.50.229;Y;ВР099021127;N;4112.00;4026
126269;карниз 1.50.624 гибкий;1.50.624;Y;ВР099021481;N;5659.00;5540
127537; 1.51.701 гибкий;1.51.701;Y;ВР099021505;N;3911.00;4476
142167;арочный элемент 1.61.511;1.61.511;N;ВР099022127;N;5708.00;6672
158448;E13.S.60 / Клей Европласт стыковочный PU 60 мл.;E13.S.60;N;ВР099022867;N;520.00;668
158449;E12.S.290 / Клей Европласт стыковочный PU 290 мл.;E12.S.290;N;ВР099022866;N;1399.00;1 778
159097;плинтус 6.53.110;6.53.110;N;ВР099021010;Y;1104.00;1256
164888;молдинг 1.51.386 гибкий;1.51.386;Y;ВР099021148;N;1967.00;1928
165150;кронштейн 1.19.801;1.19.801;N;ВР099022734;N;2051.00;2580
165153;панель декоративная 6.59.801;6.59.801;N;ВР099022794;N;2970.00;3740
165154;панель декоративная 6.59.802;6.59.802;N;ВР099022795;N;2970.00;3740
165155;панель декоративная 6.59.803;6.59.803;N;ВР099022796;N;2860.00;3599
165156;декоративный элемент 1.62.801;1.62.801;N;ВР099022750;N;928.00;1170
165157;декоративный элемент 1.62.802;1.62.802;N;ВР099022749;N;933.00;1175
165158;декоративный элемент 1.62.803;1.62.803;N;ЧХ099045628;N;938.00;1181
165159;декоративный элемент 1.62.804;1.62.804;N;ВР099022797;N;951.00;1196
165160;декоративный элемент левый 1.62.805;1.62.805;N;ВР099022798;N;926.00;1166
165161;декоративный элемент правый 1.62.806;1.62.806;N;ВР099022799;N;926.00;1166
165162;карниз 6.50.801;6.50.801;N;ВР099022784;N;2282.00;2871
165163;карниз 6.50.802;6.50.802;N;ВР099022785;N;3025.00;3810
165164;карниз 6.50.803;6.50.803;N;ВР099022786;N;3117.00;3923
165165;молдинг 1.51.803;1.51.803;N;ВР099022739;N;1510.00;1901
165166;молдинг 1.51.804;1.51.804;N;ВР099022738;N;1613.00;2030
165167;молдинг 1.51.805;1.51.805;N;ВР099022737;N;1582.00;1994
165168;молдинг 1.51.806;1.51.806;N;ВР099022736;N;1582.00;1994
165169;молдинг 1.51.807;1.51.807;N;ВР099022800;N;2053.00;2584
165170;молдинг 1.51.811;1.51.811;N;ВР099022735;N;1461.00;1839
165171;молдинг 6.51.801;6.51.801;N;ВР099022787;N;598.00;753
165172;молдинг 6.51.802;6.51.802;N;ВР099022788;N;1210.00;1524
165173;молдинг 6.51.808;6.51.808;N;ВР099022791;N;440.00;555
165174;молдинг 6.51.809;6.51.809;N;ВР099022790;N;275.00;347
165175;молдинг 6.51.810;6.51.810;N;ВР099022789;N;550.00;694
165176;молдинг 6.51.815;6.51.815;N;ВР099022792;N;440.00;555
165177;плинтус 6.53.801;6.53.801;N;ВР099022782;N;604.00;761
165178;плинтус 6.53.802;6.53.802;N;ВР099022783;N;2496.00;3141
165179;плинтус 6.53.803;6.53.803;N;ВР099022780;N;1010.00;1274
165180;плинтус 6.53.804;6.53.804;N;ВР099022781;N;1203.00;1513
165181;плинтус 6.53.805;6.53.805;N;ВР099022806;N;2397.00;3020
165182;розетка 1.56.801;1.56.801;N;ВР099022740;N;1705.00;2148
165183;розетка 1.56.802;1.56.802;N;ВР099022741;Y;5060.00;6367
165184;розетка 1.56.803;1.56.803;N;ВР099022742;N;3300.00;4153
165185;розетка 1.56.804;1.56.804;N;ВР099022743;N;6050.00;7614
165186;розетка 1.56.805;1.56.805;N;ВР099022744;N;1705.00;2148
165187;розетка 1.56.806;1.56.806;N;ВР099022745;N;5005.00;6300
165188;угловой элемент 1.52.810;1.52.810;N;ВР099022803;N;962.00;1211
165189;угловой элемент 1.52.812;1.52.812;N;ВР099022804;N;962.00;1211
165190;угловой элемент 1.52.815;1.52.815;N;ВР099022801;N;974.00;1226
165191;угловой элемент 1.52.816;1.52.816;N;ВР099022802;N;988.00;1245
165200;элемент камина 1.64.801;1.64.801;N;ВР099022747;N;28599.00;35982
165201;элемент камина 1.64.803;1.64.803;N;ВР099022746;N;21999.00;27679
165901;элемент камина 1.64.801;1.64.801;N;ВР099022747;N;28599.00;35982
165902;элемент камина 1.64.801;1.64.801;N;ВР099022747;N;28599.00;35982
165903;элемент камина 1.64.803;1.64.803;N;ВР099022746;N;21999.00;27679
165904;элемент камина 1.64.803;1.64.803;N;ВР099022746;N;21999.00;27679
167039;панель декоративная 6.59.801-280;6.59.801-280;N;ВР099024026;N;4158.00;5234
167040;панель декоративная 6.59.802-280;6.59.802-280;N;ВР099024027;N;4158.00;5234
167041;панель декоративная 6.59.803-280;6.59.803-280;N;ВР099024028;N;4004.00;5038
170175;панель декоративная 6.59.806;6.59.806;N;ВР099024118;N;2860.00;3599
170176;панель декоративная 6.59.806-280;6.59.806-280;N;ВР099024119;N;4004.00;5038
170214;панель декоративная 6.59.804;6.59.804;N;ВР099024115;N;2860.00;3599
170215;панель декоративная 6.59.804-280;6.59.804-280;N;ВР099024116;N;4004.00;5038
173408;карниз 6.50.238;6.50.238;N;ВР099022765;Y;363.00;414
173409;карниз 6.50.239;6.50.239;N;ВР099022764;Y;363.00;414
173410;карниз 6.50.240;6.50.240;N;ВР099022763;Y;363.00;414
173411;карниз 6.50.241;6.50.241;N;ВР099022770;Y;1719.00;1948
173412;карниз 6.50.242;6.50.242;N;ВР099022769;Y;2640.00;2988
173413;карниз 6.50.243;6.50.243;N;ВР099022767;Y;2385.00;2703
173414;карниз 6.50.244;6.50.244;N;ВР099022768;Y;1356.00;1534
173415;карниз 6.50.245;6.50.245;N;ВР099022762;Y;1522.00;1722
173416;карниз 6.50.246;6.50.246;N;ВР099022766;Y;1382.00;1565
173417;карниз 6.50.247;6.50.247;N;ВР099022761;Y;1005.00;1138
173418;молдинг 6.51.389;6.51.389;N;ВР099022771;Y;381.00;435
173419;молдинг 6.51.390;6.51.390;N;ВР099022772;Y;1404.00;1590
173420;молдинг 6.51.391;6.51.391;N;ВР099022773;Y;456.00;516
173421;молдинг 6.51.392;6.51.392;N;ВР099022774;Y;1404.00;1590
173422;плинтус 6.53.113;6.53.113;N;ВР099022775;Y;1253.00;1420
173423;плинтус 6.53.114;6.53.114;N;ВР099022776;Y;1138.00;1288
173424;плинтус 6.53.115;6.53.115;N;ВР099022777;;706.00;802
173425;плинтус 6.53.116;6.53.116;N;ВР099022778;;951.00;1079
173426;плинтус 6.53.117;6.53.117;N;ВР099022807;;1738.00;1970
173427;плинтус 6.53.118;6.53.118;N;ВР099022808;;2255.00;2554
173949;угловой элемент 1.52.817;1.52.817;N;ВР099024131;N;1000.00;
240667;молдинг 1.51.817;1.51.817;N;ВР099024138;N;1668.00;
240672;молдинг 6.51.812;6.51.812;N;ВР099024101;N;481.00;
240675;молдинг 6.51.813;6.51.813;N;ВР099024102;N;481.00;
240679;молдинг 6.51.814;6.51.814;N;ВР099024103;N;416.00;
240680;молдинг 6.51.816;6.51.816;N;ВР099024104;N;582.00;
240683;карниз 6.50.804;6.50.804;N;ВР099024106;N;2031.00;
240687;плинтус 6.53.806;6.53.806;N;ВР099024105;N;1397.00;
240694;панель декоративная 1.59.817;1.59.817;N;ВР099024136;N;2301.00;
306553;панель декоративная 6.59.805;6.59.805;N;ВР099024401;N;2860.00;
306606;панель декоративная 6.59.805-280;6.59.805-280;N;ВР099024402;N;4004.00;
308748;карниз 1.50.805;1.50.805;N;ВР099024247;N;4180.00;
308753;молдинг 1.51.818;1.51.818;N;ВР099024262;N;1885.00;
308755;молдинг 1.51.819;1.51.819;N;ВР099024253;N;2183.00;
308766;угловой элемент 1.52.818;1.52.818;N;ВР099024277;N;1056.00;
308767;угловой элемент 1.52.819;1.52.819;N;ВР099024280;N;1056.00;
308770;панель декоративная 1.59.818;1.59.818;N;ВР099024244;N;2914.00;
308771;панель декоративная 1.59.820;1.59.820;N;ВР099024271;N;2914.00;
