IE_XML_ID;IE_NAME;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP162;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148;CV_PRICE_1
5031;молдинг 1.51.307;2000;;;;1.51.307;;95;;;;;Нет;;25;;;;1757.00
5032;молдинг 1.51.324;2000;;;;1.51.324;;54;;;;;Нет;;12;;;;853.00
5033;молдинг 1.51.352;2000;;;;1.51.352;;36;;;;;Нет;;21;;;;1053.00
5034;молдинг 1.51.325;2000;;;;1.51.325;;125;;;;;Нет;;15;;;;1870.00
5035;молдинг 1.51.312;2000;;;;1.51.312;;40;;;;;Нет;;18;;;;1035.00
5036;молдинг 1.51.332;2000;;;;1.51.332;;50;;;;;Нет;;16;;;;1092.00
5037;молдинг 1.51.350;2000;;;;1.51.350;;139;;;;;Нет;;37;;;;1884.00
5038;молдинг 1.51.326;2000;;;;1.51.326;;50;;;;;Нет;;28;;;;1084.00
5039;молдинг 1.51.308;2000;;;;1.51.308;;41;;;;;Нет;;20;;;;1035.00
5040;молдинг 1.51.309;2000;;;;1.51.309;;74;;;;;Нет;;21;;;;1159.00
5041;молдинг 1.51.310;2000;;;;1.51.310;;96;;;;;Нет;;19;;;;1757.00
5042;молдинг 1.51.313;2000;;;;1.51.313;;53;;;;;Нет;;20;;;;1099.00
5043;молдинг 1.51.315;2000;;;;1.51.315;;75;;;;;Нет;;22;;;;1137.00
5044;молдинг 1.51.316;2000;;;;1.51.316;;90;;;;;Нет;;19;;;;1053.00
5045;молдинг 1.51.317;2000;;;;1.51.317;;101;;;;;Нет;;20;;;;1663.00
5046;молдинг 1.51.318;2000;;;;1.51.318;;65;;;;;Нет;;32;;;;1177.00
5047;молдинг 1.51.319;2000;;;;1.51.319;;123;;;;;Нет;;30;;;;1901.00
5048;молдинг 1.51.320;2000;;;;1.51.320;;112;;;;;Нет;;20;;;;1808.00
5049;молдинг 1.51.322;2000;;;;1.51.322;;25;;;;;Нет;;12;;;;869.00
5050;молдинг 1.51.328;2000;;;;1.51.328;;47;;;;;Нет;;30;;;;1084.00
5051;молдинг 1.51.330;2000;;;;1.51.330;;60;;;;;Нет;;28;;;;1142.00
5053;молдинг 1.51.340;2000;;;;1.51.340;;78;;;;;Нет;;26;;;;1071.00
5054;молдинг 1.51.341;2000;;;;1.51.341;;75;;;;;Нет;;20;;;;1179.00
5055;молдинг 1.51.342;2000;;;;1.51.342;;75;;;;;Нет;;15;;;;1136.00
5056;молдинг 1.51.343;2000;;;;1.51.343;;75;;;;;Нет;;12;;;;1113.00
5057;молдинг 1.51.344;2000;;;;1.51.344;;91;;;;;Нет;;18;;;;1136.00
5058;молдинг 1.51.351;2000;;;;1.51.351;;58;;;;;Нет;;29;;;;1113.00
5059;молдинг 1.51.380;2000;;;;1.51.380;;220;;;;;Нет;;35;;;;2497.00
5060;молдинг 1.51.401;2000;;;;1.51.401;;23;;;;;Нет;;12;;;;855.00
5061;молдинг 1.51.323;2000;;;;1.51.323;;32;;;;;Нет;;10;;;;884.00
5062;молдинг 1.51.339;2000;;;;1.51.339;;56;;;;;Нет;;16;;;;1113.00
5063;молдинг 1.51.331;2000;;;;1.51.331;;68;;;;;Нет;;20;;;;1159.00
5064;молдинг 1.51.336;2000;;;;1.51.336;;66;;;;;Нет;;12;;;;1092.00
5065;молдинг 1.51.334;2000;;;;1.51.334;;33;;;;;Нет;;14;;;;1054.00
5066;молдинг 1.51.335;2000;;;;1.51.335;;75;;;;;Нет;;16;;;;1161.00
5067;молдинг 1.51.337;2000;;;;1.51.337;;78;;;;;Нет;;12;;;;1136.00
5068;молдинг 1.51.348;2000;;;;1.51.348;;49;;;;;Нет;;25;;;;1099.00
5069;молдинг 1.51.349;2000;;;;1.51.349;;105;;;;;Нет;;20;;;;1808.00
5070;молдинг 1.51.329;2000;;;;1.51.329;;23;;;;;Нет;;12;;;;901.00
5071;молдинг 1.51.347;2000;;;;1.51.347;;91;;;;;Нет;;27;;;;1725.00
5072;молдинг 1.51.355;2000;;;;1.51.355;;102;;;;;Нет;;38;;;;1786.00
5073;молдинг 1.51.354;2000;;;;1.51.354;;68;;;;;Нет;;26;;;;1138.00
5074;молдинг 1.51.311 гибкий;2000;;;;1.51.311;;85;;;;;Да;;20;550;550;1500;3616.00
5075;молдинг 1.51.314 гибкий;2000;;;;1.51.314;;66;;;;;Да;;19;550;550;1500;2197.00
5076;молдинг 1.51.327 гибкий;2000;;;;1.51.327;;80;;;;;Да;;21;550;550;1000;2994.00
5077;молдинг 1.51.301 гибкий;2000;;;;1.51.301;;42;;;;;Да;;16;550;550;550;1564.00
5078;молдинг 1.51.305 гибкий;2000;;;;1.51.305;;28;;;;;Да;;15;550;550;550;1807.00
5079;молдинг 1.51.321 гибкий;2000;;;;1.51.321;;19;;;;;Да;;9;550;550;550;1704.00
5080;молдинг 1.51.400 гибкий;2000;;;;1.51.400;;45;;;;;Да;;16;550;550;550;1815.00
5081;молдинг 1.51.302 гибкий;2000;;;;1.51.302;;60;;;;;Да;;25;550;550;1000;1908.00
5082;молдинг 1.51.303 гибкий;2000;;;;1.51.303;;82;;;;;Да;;19;550;550;1500;2353.00
5083;молдинг 1.51.304 гибкий;2000;;;;1.51.304;;51;;;;;Да;;24;550;550;550;2225.00
5084;молдинг 1.51.306 гибкий;2000;;;;1.51.306;;31;;;;;Да;;10;550;550;550;1855.00
5085;молдинг 1.51.307 гибкий;2000;;;;1.51.307;;95;;;;;Да;;25;550;550;1500;3513.00
5086;молдинг 1.51.324 гибкий;2000;;;;1.51.324;;54;;;;;Да;;12;550;550;1500;1704.00
5087;молдинг 1.51.352 гибкий;2000;;;;1.51.352;;36;;;;;Да;;21;550;550;550;2104.00
5088;молдинг 1.51.325 гибкий;2000;;;;1.51.325;;125;;;;;Да;;15;550;550;2500;3740.00
5089;молдинг 1.51.312 гибкий;2000;;;;1.51.312;;40;;;;;Да;;18;550;550;1500;2070.00
5090;молдинг 1.51.332 гибкий;2000;;;;1.51.332;;50;;;;;Да;;16;550;550;1000;2182.00
5091;молдинг 1.51.350 гибкий;2000;;;;1.51.350;;139;;;;;Да;;37;550;550;2500;3768.00
5092;молдинг 1.51.326 гибкий;2000;;;;1.51.326;;50;;;;;Да;;28;550;550;550;2167.00
5093;молдинг 1.51.308 гибкий;2000;;;;1.51.308;;41;;;;;Да;;20;550;550;550;2070.00
5094;молдинг 1.51.309 гибкий;2000;;;;1.51.309;;74;;;;;Да;;21;550;550;1000;2315.00
5095;молдинг 1.51.310 гибкий;2000;;;;1.51.310;;96;;;;;Да;;19;550;550;1500;3513.00
5096;молдинг 1.51.313 гибкий;2000;;;;1.51.313;;53;;;;;Да;;20;550;550;550;2197.00
5097;молдинг 1.51.315 гибкий;2000;;;;1.51.315;;75;;;;;Да;;22;550;550;1000;2273.00
5098;молдинг 1.51.316 гибкий;2000;;;;1.51.316;;90;;;;;Да;;19;550;550;1500;2104.00
5099;молдинг 1.51.317 гибкий;2000;;;;1.51.317;;101;;;;;Да;;20;550;550;1500;3325.00
5100;молдинг 1.51.318 гибкий;2000;;;;1.51.318;;65;;;;;Да;;32;550;550;550;2353.00
5101;молдинг 1.51.319 гибкий;2000;;;;1.51.319;;123;;;;;Да;;30;550;550;1500;3801.00
5102;молдинг 1.51.320 гибкий;2000;;;;1.51.320;;112;;;;;Да;;20;550;550;1500;3616.00
5103;молдинг 1.51.322 гибкий;2000;;;;1.51.322;;25;;;;;Да;;12;550;550;550;1737.00
5104;молдинг 1.51.328 гибкий;2000;;;;1.51.328;;47;;;;;Да;;30;550;550;550;2167.00
5105;молдинг 1.51.330 гибкий;2000;;;;1.51.330;;60;;;;;Да;;28;550;550;550;2283.00
5107;молдинг 1.51.340 гибкий;2000;;;;1.51.340;;78;;;;;Да;;26;550;550;1000;2142.00
5108;молдинг 1.51.341 гибкий;2000;;;;1.51.341;;75;;;;;Да;;20;550;550;1000;2357.00
5109;молдинг 1.51.342 гибкий;2000;;;;1.51.342;;75;;;;;Да;;15;550;550;1500;2271.00
5110;молдинг 1.51.343 гибкий;2000;;;;1.51.343;;75;;;;;Да;;12;550;550;1500;2225.00
5111;молдинг 1.51.344 гибкий;2000;;;;1.51.344;;91;;;;;Да;;18;550;550;1500;2271.00
5112;молдинг 1.51.351 гибкий;2000;;;;1.51.351;;58;;;;;Да;;29;550;550;550;2225.00
5113;молдинг 1.51.380 гибкий;2000;;;;1.51.380;;220;;;;;Да;;35;550;550;3500;4993.00
5114;молдинг 1.51.401 гибкий;2000;;;;1.51.401;;23;;;;;Да;;12;550;550;550;1708.00
5115;молдинг 1.51.323 гибкий;2000;;;;1.51.323;;32;;;;;Да;;10;550;550;550;1767.00
5116;молдинг 1.51.339 гибкий;2000;;;;1.51.339;;56;;;;;Да;;16;550;550;1000;2225.00
5117;молдинг 1.51.331 гибкий;2000;;;;1.51.331;;68;;;;;Да;;20;550;550;1000;2315.00
5118;молдинг 1.51.336 гибкий;2000;;;;1.51.336;;66;;;;;Да;;12;550;550;1500;2182.00
5119;молдинг 1.51.334 гибкий;2000;;;;1.51.334;;33;;;;;Да;;14;550;550;1000;2106.00
5120;молдинг 1.51.335 гибкий;2000;;;;1.51.335;;75;;;;;Да;;16;550;550;1000;2321.00
5121;молдинг 1.51.337 гибкий;2000;;;;1.51.337;;78;;;;;Да;;12;550;550;1500;2271.00
5122;молдинг 1.51.348 гибкий;2000;;;;1.51.348;;49;;;;;Да;;25;550;550;1000;2197.00
5123;молдинг 1.51.349 гибкий;2000;;;;1.51.349;;105;;;;;Да;;20;550;550;2000;3616.00
5124;молдинг 1.51.329 гибкий;2000;;;;1.51.329;;23;;;;;Да;;12;550;550;550;1800.00
5125;молдинг 1.51.347 гибкий;2000;;;;1.51.347;;90,5;;;;;Да;;27;550;550;1500;3449.00
5126;молдинг 1.51.355 гибкий;2000;;;;1.51.355;;102;;;;;Да;;38;550;550;2000;3571.00
5127;молдинг 1.51.354 гибкий;2000;;;;1.51.354;;68;;;;;Да;;26;550;550;1000;2275.00
5128;плинтус 1.53.102;2000;;;;1.53.102;;150;22;;;;Нет;;;;;;1991.00
5129;плинтус 1.53.103;2000;;;;1.53.103;;109;14;;;;Нет;;;;;;1808.00
5130;плинтус 1.53.104;2000;;;;1.53.104;;120;26;;;;Нет;;;;;;1858.00
5131;плинтус 1.53.105;2000;;;;1.53.105;;160;25;;;;Нет;;;;;;2049.00
5132;плинтус 1.53.106;2000;;;;1.53.106;;70;17;;;;Нет;;;;;;1666.00
5133;плинтус 1.53.107;2000;;;;1.53.107;;80;22;;;;Нет;;;;;;1601.00
5134;плинтус 1.53.109;2000;;;;1.53.109;;98;16;;;;Нет;;;;;;1792.00
5135;плинтус 1.53.101;2000;;;;1.53.101;;110;27;;;;Нет;;;;;;1927.00
5136;плинтус 1.53.102 гибкий;2000;;;;1.53.102;;149,5;22;;;;Да;;;550;550;;3981.00
5137;плинтус 1.53.103 гибкий;2000;;;;1.53.103;;109;14;;;;Да;;;550;550;;3616.00
5138;плинтус 1.53.104 гибкий;2000;;;;1.53.104;;120;26;;;;Да;;;550;550;;3715.00
5139;плинтус 1.53.105 гибкий;2000;;;;1.53.105;;160;25;;;;Да;;;550;550;;4097.00
5140;плинтус 1.53.106 гибкий;2000;;;;1.53.106;;70;17;;;;Да;;;550;550;;3331.00
5141;плинтус 1.53.107 гибкий;2000;;;;1.53.107;;80;22;;;;Да;;;550;550;;3201.00
5142;плинтус 1.53.109 гибкий;2000;;;;1.53.109;;98;16;;;;Да;;;550;550;;3584.00
5143;плинтус 1.53.101 гибкий;2000;;;;1.53.101;;110;27;;;;Да;;;550;550;;3852.00
5144;угловой элемент 1.52.326;;285;285;;1.52.326;;;;;;;Нет;;30;;;;952.00
5145;угловой элемент 1.52.301;;210;210;;1.52.301;;;;;;;Нет;;16;;;;815.00
5146;угловой элемент 1.52.302;;215;215;;1.52.302;;;;;;;Нет;;25;;;;835.00
5147;угловой элемент 1.52.290;;213;395;;1.52.290;;;;;;;Нет;;23;;;;884.00
5148;угловой элемент 1.52.293;;213;395;;1.52.293;;;;;;;Нет;;23;;;;884.00
5149;угловой элемент 1.52.292;;255;255;;1.52.292;;;;;;;Нет;;19;;;;904.00
5150;угловой элемент 1.52.288;;272;269;;1.52.288;;;;;;;Нет;;32;;;;923.00
5151;угловой элемент 1.52.294;;261;261;;1.52.294;;;;;;;Нет;;18;;;;923.00
5152;угловой элемент 1.52.291;;195;195;;1.52.291;;;;;;;Нет;;20;;;;842.00
5153;угловой элемент 1.52.295;;195;195;;1.52.295;;;;;;;Нет;;18;;;;842.00
5154;угловой элемент 1.52.328;;250;250;;1.52.328;;;;;;;Нет;;30;;;;842.00
5155;угловой элемент 1.52.400;;294;294;;1.52.400;;;;;;;Нет;;26;;;;888.00
5156;угловой элемент 1.52.289;;300;104;;1.52.289;;;;;;;Нет;;20;;;;817.00
5157;угловой элемент 1.52.296;;270;390;;1.52.296;;;;;;;Нет;;18;;;;1011.00
5158;угловой элемент 1.52.297;;215;215;;1.52.297;;;;;;;Нет;;21;;;;825.00
5159;угловой элемент 1.52.298;;215;215;;1.52.298;;;;;;;Нет;;21;;;;825.00
5160;угловой элемент 1.52.300;;300;300;;1.52.300;;;;;;;Нет;;20;;;;842.00
5161;угловой элемент 1.52.303;;294;295;;1.52.303;;;;;;;Нет;;22;;;;842.00
5162;угловой элемент 1.52.308;;160;160;;1.52.308;;;;;;;Нет;;20;;;;807.00
5163;угловой элемент 1.52.312;;208;210;;1.52.312;;;;;;;Нет;;18;;;;815.00
5164;угловой элемент 1.52.313;;634;634;;1.52.313;;;;;;;Нет;;43;;;;1743.00
5165;угловой элемент 1.52.314;;270;390;;1.52.314;;;;;;;Нет;;18;;;;1011.00
5166;угловой элемент 1.52.318;;174;174;;1.52.318;;;;;;;Нет;;32;;;;863.00
5167;кронштейн 1.19.001;;186;315;150;1.19.001;;;;;;;Нет;;;;;;2352.00
5168;кронштейн 1.19.137;;73;97;38;1.19.137;;;;;;;Нет;;;;;;348.00
5169;кронштейн 1.19.002;;122;303;75;1.19.002;;;;;;;Нет;;;;;;1761.00
5170;кронштейн 1.19.005;;188;489;163;1.19.005;;;;;;;Нет;;;;;;1945.00
5171;кронштейн 1.19.003;;120;149;120;1.19.003;;;;;;;Нет;;;;;;1766.00
5172;кронштейн 1.19.004;;86;215;73;1.19.004;;;;;;;Нет;;;;;;1767.00
5174;розетка 1.56.017;;;;;1.56.017;;;;;;448;Нет;;42;;;;2482.00
5175;розетка 1.56.001;;;;;1.56.001;;;;;;693;Нет;;60;;;;3378.00
5176;розетка 1.56.002;;;;;1.56.002;;;;;;520;Нет;;37;;;;2402.00
5177;розетка 1.56.004;;;;;1.56.004;;;;;;436;Нет;;31;;;;1959.00
5178;розетка 1.56.007;;;;;1.56.007;;;;;;400;Нет;;60;;;;2031.00
5179;розетка 1.56.013;;;;;1.56.013;;;;;;258;Нет;;32;;;;1285.00
5180;розетка 1.56.014;;;;;1.56.014;;;;;;338;Нет;;57;;;;1398.00
5181;розетка 1.56.015;;;;;1.56.015;;;;;;555;Нет;;62;;;;2640.00
5182;розетка 1.56.016;;;;;1.56.016;;;;;;480;Нет;;47;;;;2402.00
5183;розетка 1.56.018;;;;;1.56.018;;;;;;743;Нет;;40;;;;4696.00
5184;розетка 1.56.019;;;;;1.56.019;;;;;;508;Нет;;33;;;;2564.00
5185;розетка 1.56.020;;;;;1.56.020;;;;;;470;Нет;;41;;;;2509.00
5186;розетка 1.56.022;;;;;1.56.022;;;;;;523;Нет;;52;;;;2402.00
5187;розетка 1.56.023;;;;;1.56.023;;;;;;589;Нет;;55;;;;3292.00
5188;розетка 1.56.024;;;;;1.56.024;;;;;;493;Нет;;36;;;;2482.00
5189;розетка 1.56.025;;;;;1.56.025;;;;;;819;Нет;;65;;;;6184.00
5190;розетка 1.56.005;;;;;1.56.005;;;;;;655;Нет;;42;;;;3288.00
5191;розетка 1.56.010;;;;;1.56.010;;;;;;193;Нет;;34;;;;817.00
5192;розетка 1.56.028;;;;;1.56.028;;;;;;670;Нет;;68;;;;4587.00
5193;розетка 1.56.029;;767;529;;1.56.029;;;;;;;Нет;;47;;;;3378.00
5194;розетка 1.56.030;;;;;1.56.030;;;;;;394;Нет;;37;;;;1439.00
5195;розетка 1.56.003;;;;;1.56.003;;;;;;518;Нет;;35;;;;2564.00
5196;розетка 1.56.031;;;;;1.56.031;;;;;;614;Нет;;50;;;;3292.00
5197;розетка 1.56.021;;;;;1.56.021;;;;;;487;Нет;;59;;;;2640.00
5198;розетка 1.56.026;;;;;1.56.026;;;;;;768;Нет;;52;;;;4476.00
5199;розетка 1.56.006;;;;;1.56.006;;;;;;330;Нет;;25;;;;1369.00
5200;розетка 1.56.009;;;;;1.56.009;;;;;;292;Нет;;34;;;;1195.00
5201;розетка 1.56.032;;;;;1.56.032;;;;;;319;Нет;;37;;;;1425.00
5202;розетка 1.56.011;;;;;1.56.011;;;;;;195;Нет;;21;;;;807.00
5203;розетка 1.56.037;;;;;1.56.037;;;;;;330;Нет;;32;;;;1399.00
5204;розетка 1.56.034;;;;;1.56.034;;;;;;510;Нет;;50;;;;2483.00
5205;розетка 1.56.033;;;;;1.56.033;;;;;;461;Нет;;54;;;;2402.00
5206;розетка 1.56.038;;;;;1.56.038;;;;;;400;Нет;;34;;;;1481.00
5207;розетка 1.56.012;;;;;1.56.012;;;;;;533;Нет;;45;;;;2564.00
5208;розетка 1.56.027;;;;;1.56.027;;;;;;382;Нет;;25;;;;1364.00
5209;розетка 1.56.039;;;;;1.56.039;;;;;;659;Нет;;67;;;;3423.00
5210;розетка 1.56.035;;;;;1.56.035;;;;;;484;Нет;;44;;;;2482.00
5211;розетка 1.56.042;;;;;1.56.042;;;;;;201;Нет;;32;;;;817.00
5212;орнамент 1.60.114;;74;147;;1.60.114;;;;;;;Нет;;41;;;;1016.00
5213;орнамент 1.60.014;;75;148;;1.60.014;;;;;;;Нет;;42;;;;1016.00
5214;орнамент 1.60.011;;142;282;;1.60.011;;;;;;;Нет;;16;;;;442.00
5215;орнамент 1.60.111;;142;282;;1.60.111;;;;;;;Нет;;16;;;;442.00
5216;орнамент 1.60.007;;97;155;;1.60.007;;;;;;;Нет;;18;;;;411.00
5217;орнамент 1.60.005;;69;86;;1.60.005;;;;;;;Нет;;15;;;;411.00
5218;орнамент 1.60.012;;208;277;;1.60.012;;;;;;;Нет;;58;;;;1100.00
5219;орнамент 1.60.008;;28;82;;1.60.008;;;;;;;Нет;;9;;;;387.00
5220;орнамент 1.60.010;;67;165;;1.60.010;;;;;;;Нет;;10;;;;397.00
5221;орнамент 1.60.002;;415;113;;1.60.002;;;;;;;Нет;;21;;;;443.00
5222;орнамент 1.60.003;;26;34;;1.60.003;;;;;;;Нет;;13;;;;387.00
5223;орнамент 1.60.004;;37;54;;1.60.004;;;;;;;Нет;;12;;;;397.00
5224;орнамент 1.60.006;;59;59;;1.60.006;;;;;;;Нет;;10;;;;402.00
5225;орнамент 1.60.009;;61;136;;1.60.009;;;;;;;Нет;;12;;;;397.00
5226;орнамент 1.60.015;;51;119;;1.60.015;;;;;;;Нет;;22;;;;414.00
5227;орнамент 1.60.017;;90;90;;1.60.017;;;;;;;Нет;;15;;;;446.00
5228;орнамент 1.60.018;;259;127;;1.60.018;;;;;;;Нет;;14;;;;459.00
5229;орнамент 1.60.019;;88;53;;1.60.019;;;;;;;Нет;;17;;;;1100.00
5230;орнамент 1.60.108;;27;82;;1.60.108;;;;;;;Нет;;7;;;;387.00
5231;орнамент 1.60.109;;62;136;;1.60.109;;;;;;;Нет;;13;;;;397.00
5232;орнамент 1.60.110;;67;165;;1.60.110;;;;;;;Нет;;10;;;;397.00
5233;орнамент 1.60.001;;137;165;;1.60.001;;;;;;;Нет;;16;;;;403.00
5234;кессон 1.57.002;;600;600;;1.57.002;;;;;;;Нет;;67;;;;3087.00
5235;кессон 1.57.003;;600;600;;1.57.003;;;;;;;Нет;;71;;;;3249.00
5236;кессон 1.57.001;;599;600;;1.57.001;;;;;;;Нет;;68;;;;2844.00
5237;кессон 1.57.004;;700;700;;1.57.004;;;;;;;Нет;;90;;;;4216.00
5238;купол 1.58.001;;;;;1.58.001;;;;;;894;Нет;;112;;;;15546.00
5239;капитель 1.11.001;;428;370;428;1.11.001;;;;;;;Нет;;;;;;13557.00
5240;капитель 1.11.010;;224;175;224;1.11.010;;;;;;;Нет;;;;;;7366.00
5241;капитель 1.11.003;;392;170;392;1.11.003;;;;;;;Нет;;;;;;10531.00
5242;капитель 1.11.002;;355;270;355;1.11.002;;;;;;;Нет;;;;;;7824.00
5243;капитель 1.11.004;;438;174;358;1.11.004;;;;;;;Нет;;;;;;10531.00
5244;капитель 1.11.005;;269;151;269;1.11.005;;;;;;;Нет;;;;;;5427.00
5245;капитель 1.11.006;;280;109;276;1.11.006;;;;;;;Нет;;;;;;10107.00
5246;капитель 1.11.008;;216;106;216;1.11.008;;;;;;;Нет;;;;;;6127.00
5247;капитель 1.11.009;;234;92;188;1.11.009;;;;;;;Нет;;;;;;6100.00
5248;капитель 1.15.002;;356;270;177;1.15.002;;;;;;;Нет;;;;;;3340.00
5249;капитель 1.15.003;;390;170;195;1.15.003;;;;;;;Нет;;;;;;4697.00
5250;капитель 1.15.004;;438;174;180;1.15.004;;;;;;;Нет;;;;;;4697.00
5251;капитель 1.15.005;;271;151;135;1.15.005;;;;;;;Нет;;;;;;2436.00
5252;капитель 1.15.006;;280;110;137;1.15.006;;;;;;;Нет;;;;;;4514.00
5253;капитель 1.15.008;;216;105;108;1.15.008;;;;;;;Нет;;;;;;3066.00
5254;капитель 1.15.001;;427;371;214;1.15.001;;;;;;;Нет;;;;;;5738.00
5255;капитель 1.15.009;;237;94;92;1.15.009;;;;;;;Нет;;;;;;3048.00
5256;капитель 1.15.010;;224;175;115;1.15.010;;;;;;;Нет;;;;;;3686.00
5257;капитель 1.21.003;;354;220;97;1.21.003;;;;;;;Нет;;;;;;2096.00
5258;капитель 1.21.001;;232;150;68;1.21.001;;;;;;;Нет;;;;;;1883.00
5259;капитель 1.21.002;;419;346;112;1.21.002;;;;;;;Нет;;;;;;2395.00
5260;капитель 1.21.004;;403;178;80;1.21.004;;;;;;;Нет;;;;;;2191.00
5261;капитель 1.21.005;;602;180;80;1.21.005;;;;;;;Нет;;;;;;2361.00
5262;капитель 1.21.006;;470;181;80;1.21.006;;;;;;;Нет;;;;;;2237.00
5263;капитель 1.21.007;;345;219;95;1.21.007;;;;;;;Нет;;;;;;2120.00
5264;ствол 1.12.020;;;2295;;1.12.020;;;;;;250;Нет;;;;;;19810.00
5265;ствол 1.12.010;;;2296;;1.12.010;;;;;;251;Нет;;;;;;19810.00
5266;ствол 1.12.030;;;2300;;1.12.030;;;;;;302;Нет;;;;;;25231.00
5267;ствол 1.12.050;;;1955;;1.12.050;;;;;;199;Нет;;;;;;11666.00
5268;ствол 1.12.060;;;1826;;1.12.060;;;;;;161;Нет;;;;;;10652.00
5269;ствол 1.12.061;;;2472;;1.12.061;;;;;;160;Нет;;;;;;14387.00
5270;ствол 1.12.080;;;1751;;1.12.080;;;;;;157;Нет;;;;;;10652.00
5271;ствол 1.12.081;;;2399;;1.12.081;;;;;;156;Нет;;;;;;14387.00
5272;ствол 1.12.070;;;1870;;1.12.070;;;;;;159;Нет;;;;;;10652.00
5273;ствол 1.12.071;;;2517;;1.12.071;;;;;;158;Нет;;;;;;14387.00
5274;ствол 1.16.080;;156;1752;78;1.16.080;;;;;;;Нет;;;;;;5328.00
5275;ствол 1.16.081;;155;2401;79;1.16.081;;;;;;;Нет;;;;;;7195.00
5276;ствол 1.16.030;;303;2298;152;1.16.030;;;;;;;Нет;;;;;;11574.00
5277;ствол 1.16.070;;160;1873;79;1.16.070;;;;;;;Нет;;;;;;5328.00
5278;ствол 1.16.050;;200;1956;100;1.16.050;;;;;;;Нет;;;;;;5217.00
5279;ствол 1.16.060;;162;1827;80;1.16.060;;;;;;;Нет;;;;;;5328.00
5280;ствол 1.16.071;;160;2519;78;1.16.071;;;;;;;Нет;;;;;;7195.00
5281;ствол 1.16.010;;251;2298;125;1.16.010;;;;;;;Нет;;;;;;8868.00
5282;ствол 1.16.011;;250;2345;125;1.16.011;;;;;;;Нет;;;;;;9113.00
5283;ствол 1.16.020;;250;2300;125;1.16.020;;;;;;;Нет;;;;;;8868.00
5284;ствол 1.16.061;;161;2475;81;1.16.061;;;;;;;Нет;;;;;;7195.00
5285;ствол 1.22.010;;134;2000;19;1.22.010;;;;;;;Нет;;;;;;2735.00
5286;ствол 1.22.020;;283;2000;41;1.22.020;;;;;;;Нет;;;;;;4314.00
5287;ствол 1.22.030;;194;2000;20;1.22.030;;;;;;;Нет;;;;;;3292.00
5288;ствол 1.22.200;;268;2295;30;1.22.200;;;;;;;Нет;;;;;;4950.00
5289;ствол 1.22.040;;290;2000;30;1.22.040;;;;;;;Нет;;;;;;3500.00
5290;кольцо 1.11.100;;;;;1.11.100;;;;;;279;Нет;;26;;;;333.00
5291;кольцо 1.11.200;;;;;1.11.200;;;;;;279;Нет;;26;;;;333.00
5292;кольцо 1.11.300;;;;;1.11.300;;;;;;297;Нет;;44;;;;481.00
5293;кольцо 1.15.100;;;;138;1.15.100;;;;;;279;Нет;;26;;;;168.00
5294;кольцо 1.15.200;;;;138;1.15.200;;;;;;279;Нет;;26;;;;168.00
5295;кольцо 1.15.300;;;;147;1.15.300;;;;;;297;Нет;;45;;;;248.00
5296;база 1.13.900;;214;118;214;1.13.900;;;;;;;Нет;;;;;;4842.00
